4404213465;41.3847;-8.764393;-0.1529675;0.7222992
4404214179;41.38419;-8.763981;-0.1529603;0.7222903
4432602205;41.37864;-8.7637;-0.1529554;0.7221935
4432602206;41.37865;-8.76373;-0.1529559;0.7221936
4432602207;41.3786;-8.763862;-0.1529582;0.7221928
4432602208;41.37857;-8.763875;-0.1529585;0.7221923
4432602209;41.37854;-8.763874;-0.1529585;0.7221918
4432602210;41.37851;-8.763861;-0.1529582;0.7221913
4432602211;41.37848;-8.763808;-0.1529573;0.7221906
4432602212;41.37847;-8.763778;-0.1529568;0.7221905
4432602213;41.37851;-8.763647;-0.1529545;0.7221913
4432602214;41.37854;-8.763634;-0.1529543;0.7221918
4432602215;41.37857;-8.763634;-0.1529543;0.7221923
4432602216;41.3786;-8.763648;-0.1529545;0.7221929
4552806511;41.37931;-8.760058;-0.1528919;0.7222052
4552806513;41.37859;-8.7609;-0.1529066;0.7221927
4552806514;41.37794;-8.761001;-0.1529083;0.7221813
4565481878;41.38387;-8.761416;-0.1529156;0.7222849
